"Gene Symbol","MGI Gene Id","Colony Id","Sex","Zygosity","Phenotype","Comment"
"9930012K11Rik","MGI:2145726","MAWLB","both","homozygote","Viable"
"Asf1a","MGI:1913653","JR22101","both","homozygote","Lethal"
"Cyb5d2","MGI:2684848","JR24035","both","homozygote","Viable"
"Ccdc159","MGI:1914369","MEZZ","both","homozygote","Viable"
"Mogs","MGI:1929872","BCM-10584B-F8-2-1","both","homozygote","Lethal"
"Dhx30","MGI:1920081","JR22342","both","homozygote","Lethal"
"Tmbim7","MGI:1922305","BL3476","both","homozygote","Subviable"
"Mrgpre","MGI:2441884","JR26537","both","homozygote","Viable"
"Aurka","MGI:894678","JR24352","both","homozygote","Lethal"
"Sprr1a","MGI:106660","JR28323","both","homozygote","Viable"
"Lyplal1","MGI:2385115","H-LYPLAL1-A06-TM1B","both","homozygote","Viable"
"Krt9","MGI:96696","JR25383","both","homozygote","Viable"
"Dnase1l2","MGI:1913955","MUCK","both","homozygote","Viable"
"Tcf4","MGI:98506","MDXP","both","homozygote","Subviable"
"Vps53","MGI:1915549","MDJZ","both","homozygote","Lethal"
"Il20ra","MGI:3605069","BL2547","both","homozygote","Viable"
"Pcdh18","MGI:1920423","BL2240","both","homozygote","Viable"
"Ccdc67","MGI:2443026","BL3935","both","homozygote","Viable"
"Nutm2","MGI:2685652","MUFT","both","homozygote","Viable"
"Rhpn1","MGI:1098783","BL3234","both","homozygote","Viable"
"Spef1","MGI:3513546","BL4256","both","homozygote","Subviable"
"Podn","MGI:2674939","PODFB","both","homozygote","Viable"
"Rab20","MGI:102789","JR24187","both","homozygote","Viable"
"Arhgef11","MGI:2441869","H-ARHGEF11-B05-TM1B","both","homozygote","Viable"
"Prkab2","MGI:1336185","H-PRKAB2-C09-TM1B","both","homozygote","Subviable"
"Eprs","MGI:97838","TCPA0537Cre","both","homozygote","Lethal"
"Lmbrd1","MGI:1915671","TCPA0157Cre","both","homozygote","Lethal"
"Ntn4","MGI:1888978","NTNCB","both","homozygote","Viable"
"Adad1","MGI:103258","JR25814","both","homozygote","Subviable"
"4930505A04Rik","MGI:1922337","MAODB","both","homozygote","Viable"
"Fbxo31","MGI:1354708","Fbxo31 <EPD0631_4_E11>-1","both","homozygote","Viable"
"Alg10b","MGI:2146159","Alg10b 10825A-D5-1","both","homozygote","Lethal"
"Evi5","MGI:104736","MFZM","both","homozygote","Viable"
"Hecw2","MGI:2685817","MFHN","both","homozygote","Subviable"
"Vps72","MGI:1202305","MFUE","both","homozygote","Lethal"
"Cdipt","MGI:105491","Cdipt 2i EPD0459_3_A04 HOM","both","homozygote","Lethal"
"Krt83","MGI:3690448","MUER","both","homozygote","Viable"
"Sgms1","MGI:2444110","MEBK","both","homozygote","Viable"
"Usp11","MGI:2384312","MFVM","both","homozygote","Viable"
"Aldob","MGI:87995","ALDEB","both","homozygote","Subviable"
"Cilp","MGI:2444507","Cilp EPD0226_2_D02-1","both","homozygote","Viable"
"4931406C07Rik","MGI:1918234","UDANB","both","homozygote","Viable"
"Serpina3n","MGI:105045","JR27571","both","homozygote","Viable"
"Zfyve28","MGI:2684992","MUCZ","both","homozygote","Viable"
"Tmem42","MGI:1277176","MUEX","both","homozygote","Viable"
"Cmtm5","MGI:2447164","MGBY","both","homozygote","Viable"
